chunksize,conns,delta
256,12,0.060580015
256,11,0.053919792
256,10,0.050940037
256,9,0.06001997
256,8,0.057770014
256,7,0.05411005
256,6,0.252500057
256,5,0.036350012
256,4,0.046770096
256,3,0.037340164
256,2,0.048569918
256,1,0.050290108
128,50,0.107450008
128,49,0.11259985
128,48,0.148410082
128,47,0.113919973
128,46,0.123019934
128,45,0.132470131
128,44,0.115839958
128,43,0.131420135
128,42,0.103420019
128,41,0.106859922
128,40,0.089370012
128,39,0.089159966
128,38,0.092260122
128,37,0.086660147
128,36,0.08375001
128,35,0.091039896
128,34,0.100470066
128,33,0.097379923
128,32,0.095270157
128,31,0.092989922
128,30,0.091180086
128,29,0.095499992
128,28,0.092109919
128,27,0.092430115
128,26,0.094739914
128,25,0.074939966
128,24,0.094609976
128,23,0.11616993
128,22,0.098129988
128,21,0.110270023
128,20,0.077490091
128,19,0.102760077
128,18,0.081199884
128,17,0.104439974
128,16,0.105119944
128,15,0.094099998
128,14,0.093819857
128,13,0.080219984
128,12,0.088989973
128,11,0.082230091
128,10,0.093300104
128,9,0.075960159
128,8,0.073659897
128,7,0.075279951
128,6,0.078299999
128,5,0.039440155
128,4,0.078369856
128,3,0.050960064
128,2,0.042919874
128,1,0.034090042
64,50,0.167320013
64,49,0.147349834
64,48,0.150209904
64,47,0.150979996
64,46,0.154040098
64,45,0.149060011
64,44,0.165090084
64,43,0.149339914
64,42,0.182549953
64,41,0.159029961
64,40,0.238910198
64,39,0.444750071
64,38,0.325809956
64,37,0.34732008
64,36,0.237210035
64,35,0.21559
64,34,0.241430044
64,33,0.183030128
64,32,0.223969936
64,31,0.208580017
64,30,0.274150133
64,29,0.171980143
64,28,0.285539865
64,27,0.200000048
64,26,0.15508008
64,25,0.164649963
64,24,0.153609991
64,23,0.149919987
64,22,0.111069918
64,21,0.180510044
64,20,0.130190134
64,19,0.25770998
64,18,0.212909937
64,17,0.130359888
64,16,0.249330044
64,15,0.152800083
64,14,0.148299932
64,13,0.109260082
64,12,0.171599865
64,11,0.148550034
64,10,0.188199997
64,9,0.140769958
64,8,0.102049828
64,7,0.168070078
64,6,0.126620054
64,5,0.110759974
64,4,0.05019021
64,3,0.099559784
64,2,0.049029827
64,1,0.080780029
32,50,0.339329958
32,49,0.547509909
32,48,0.328199863
32,47,0.324739933
32,46,0.386440039
32,45,0.32291007
32,44,0.609180212
32,43,0.314019918
32,42,0.325119972
32,41,0.323240042
32,40,0.306910038
32,39,0.304630041
32,38,0.309720039
32,37,0.302819967
32,36,0.567989826
32,35,0.286999941
32,34,0.288290024
32,33,0.301450014
32,32,0.320970058
32,31,0.299599886
32,30,0.304399967
32,29,0.281749964
32,28,0.28876996
32,27,0.311040163
32,26,0.317209959
32,25,0.307090044
32,24,0.310460091
32,23,0.547410011
32,22,0.299380064
32,21,0.300810099
32,20,0.309300184
32,19,0.389410019
32,18,0.300949812
32,17,0.303139925
32,16,0.311450005
32,15,0.274399996
32,14,0.285320044
32,13,0.301699877
32,12,0.263559818
32,11,0.198469877
32,10,0.235769987
32,9,0.282990217
32,8,1.322149992
32,7,0.614560127
32,6,0.253089905
32,5,0.267290115
32,4,0.169709921
32,3,0.099489927
32,2,0.115920067
32,1,0.084419966
16,50,0.642050028
16,49,0.588070154
16,48,0.568449974
16,47,0.621870041
16,46,0.546989918
16,45,0.676800013
16,44,0.547240019
16,43,5.192770004
16,42,0.553590059
16,41,0.636950016
16,40,0.576900005
16,39,0.568019867
16,38,5.043460131
16,37,0.465909958
16,36,0.558569908
16,35,0.510940075
16,34,0.553679943
16,33,0.508889914
16,32,0.484759808
16,31,0.531300068
16,30,0.565720081
16,29,0.535900116
16,28,0.554449797
16,27,0.576349974
16,26,0.530459881
16,25,0.563740015
16,24,0.566720009
16,23,0.370559931
16,22,0.576759815
16,21,0.56862998
16,20,0.535549879
16,19,0.562540054
16,18,0.545429945
16,17,0.548540115
16,16,0.550530195
16,15,0.520139933
16,14,0.493769884
16,13,0.500319958
16,12,0.743749857
16,11,0.53764987
16,10,0.544059992
16,9,0.665750027
16,8,0.5006001
16,7,0.477079868
16,6,0.465420008
16,5,0.506280184
16,4,0.549620152
16,3,0.374739885
16,2,0.251510143
16,1,0.147439957
8,50,0.986740112
8,49,1.193809986
8,48,1.164680004
8,47,1.183339834
8,46,1.080400229
8,45,0.929209948
8,44,1.153589964
8,43,1.149699926
8,42,0.968090057
8,41,1.103209972
8,40,1.080890179
8,39,1.065160036
8,38,0.936179876
8,37,1.050259829
8,36,1.078389883
8,35,1.065160036
8,34,1.084009886
8,33,1.118079901
8,32,1.065289974
8,31,1.047580004
8,30,1.005189896
8,29,1.056760073
8,28,1.045389891
8,27,1.044329882
8,26,1.082419872
8,25,1.040020227
8,24,1.081700087
8,23,1.054199934
8,22,1.072319984
8,21,1.009640217
8,20,1.09029007
8,19,1.091840029
8,18,1.136820078
8,17,1.07565999
8,16,1.102799892
8,15,0.955629826
8,14,1.013030052
8,13,1.046310186
8,12,0.964209795
8,11,1.067179918
8,10,0.97089982
8,9,0.928220034
8,8,1.076699972
8,7,0.722779989
8,6,1.035000086
8,5,1.047299862
8,4,1.098069906
8,3,0.410520077
8,2,0.42553997
8,1,0.224029779
4,50,2.246809959
4,49,2.177629948
4,48,2.25019002
4,47,2.179839849
4,46,2.006010056
4,45,2.175220013
4,44,2.211619854
4,43,2.259140015
4,42,2.097899914
4,41,2.331640005
4,40,2.215719938
4,39,2.024999857
4,38,1.858989954
4,37,2.134140015
4,36,2.323070049
4,35,2.041610003
4,34,2.07133007
4,33,2.217290163
4,32,2.262740135
1073741824,50,0.254889965
1073741824,49,0.052739859
1073741824,48,0.046010017
1073741824,47,0.044780016
1073741824,46,0.042579889
1073741824,45,0.036569834
1073741824,44,0.038830042
1073741824,43,0.035490036
1073741824,42,0.033069849
1073741824,41,0.036920071
1073741824,40,0.036629915
1073741824,39,0.034339905
1073741824,38,0.035060167
1073741824,37,0.041740179
1073741824,36,0.03910017
1073741824,35,0.041579962
1073741824,34,0.03640008
1073741824,33,0.038660049
1073741824,32,0.03801012
1073741824,31,0.034819841
1073741824,30,0.033120155
1073741824,29,0.033220053
1073741824,28,0.032429934
1073741824,27,0.03057003
1073741824,26,0.041079998
1073741824,25,0.034459829
1073741824,24,0.033410072
1073741824,23,0.03489995
1073741824,22,0.028730154
1073741824,21,0.027879953
1073741824,20,0.028740168
1073741824,19,0.026890039
1073741824,18,0.024250031
1073741824,17,0.028379917
1073741824,16,0.024539948
1073741824,15,0.021610022
1073741824,14,0.02086997
1073741824,13,0.020250082
1073741824,12,0.020799875
1073741824,11,0.018330097
1073741824,10,0.021649837
1073741824,9,0.01967001
1073741824,8,0.018640041
1073741824,7,0.019240141
1073741824,6,0.018729925
1073741824,5,0.016979933
1073741824,4,0.017859936
1073741824,3,0.016949892
1073741824,2,0.01770997
1073741824,1,0.018079996
536870912,50,0.041490078
536870912,49,0.044489861
536870912,48,0.037960052
536870912,47,0.040269852
536870912,46,0.037070036
536870912,45,0.037889957
536870912,44,0.036030054
536870912,43,0.034739971
536870912,42,0.036919832
536870912,41,0.035539865
536870912,40,0.038520098
536870912,39,0.032010078
536870912,38,0.031500101
536870912,37,0.031060219
536870912,36,0.032080173
536870912,35,0.030220032
536870912,34,0.02967
536870912,33,0.029069901
536870912,32,0.035249949
536870912,31,0.030689955
536870912,30,5.025939941
536870912,29,0.027950048
536870912,28,0.029069901
536870912,27,0.027509928
536870912,26,0.044019938
536870912,25,0.036010027
536870912,24,0.026809931
536870912,23,0.024760008
536870912,22,0.025059938
536870912,21,0.023789883
536870912,20,0.03034997
536870912,19,0.028490067
536870912,18,0.027539968
536870912,17,0.026550055
536870912,16,0.033149958
536870912,15,0.032210112
536870912,14,0.028239965
536870912,13,0.027159929
536870912,12,0.025369883
536870912,11,0.021980047
536870912,10,0.023449898
536870912,9,0.025350094
536870912,8,0.022650003
536870912,7,0.020560026
536870912,6,0.022189856
536870912,5,0.023010015
536870912,4,0.019459963
536870912,3,0.019459963
536870912,2,0.020069838
536870912,1,0.01899004
268435456,50,0.043850183
268435456,49,0.043870211
268435456,48,0.039010048
268435456,47,0.039220095
268435456,46,0.041270018
268435456,45,0.040159941
268435456,44,0.044810057
268435456,43,0.038170099
268435456,42,0.038759947
268435456,41,0.040980101
268435456,40,0.038120031
268435456,39,0.035779953
268435456,38,0.037210226
268435456,37,0.033119917
268435456,36,0.034539938
268435456,35,0.035130024
268435456,34,0.032819986
268435456,33,0.035190105
268435456,32,0.032090187
268435456,31,0.03144002
268435456,30,0.02925992
268435456,29,0.02891016
268435456,28,0.031100035
268435456,27,0.027770042
268435456,26,0.027879953
268435456,25,0.027199984
268435456,24,0.027580023
268435456,23,0.028199911
268435456,22,0.025810003
268435456,21,0.027509928
268435456,20,0.024650097
268435456,19,0.024430037
268435456,18,0.029649973
268435456,17,0.02259016
268435456,16,0.022369862
268435456,15,0.021499872
268435456,14,0.02196002
268435456,13,0.021950006
268435456,12,0.020190001
268435456,11,0.020050049
268435456,10,0.020800114
268435456,9,0.020590067
268435456,8,0.021719933
268435456,7,0.018680096
268435456,6,0.018369913
268435456,5,0.019599915
268435456,4,0.01733017
268435456,3,0.023829937
268435456,2,0.018379927
268435456,1,0.018690109
134217728,50,0.042659998
134217728,49,0.040210009
134217728,48,0.041010141
134217728,47,0.047919989
134217728,46,0.0417099
134217728,45,0.036489964
134217728,44,0.039200068
134217728,43,0.038579941
134217728,42,0.035510063
134217728,41,0.036870003
134217728,40,0.036079884
134217728,39,0.035850048
134217728,38,0.035440207
134217728,37,0.033219814
134217728,36,0.037909985
134217728,35,0.042329788
134217728,34,0.034250021
134217728,33,0.030330181
134217728,32,0.030319929
134217728,31,0.033940077
134217728,30,0.030439854
134217728,29,0.031679869
134217728,28,0.029500008
134217728,27,0.028480053
134217728,26,0.026600122
134217728,25,0.02651
134217728,24,0.031759977
134217728,23,0.033790112
134217728,22,0.026649952
134217728,21,0.026639938
134217728,20,0.023989916
134217728,19,0.022720098
134217728,18,0.024100065
134217728,17,0.023030043
134217728,16,5.024240017
134217728,15,0.029959917
134217728,14,0.023380041
134217728,13,0.024449825
134217728,12,0.0239501
134217728,11,0.023639917
134217728,10,0.021850109
134217728,9,0.021589994
134217728,8,0.022399902
134217728,7,0.022959948
134217728,6,0.021879911
134217728,5,0.022929907
134217728,4,0.023060083
134217728,3,0.019930124
134217728,2,0.019850016
134217728,1,0.029110193
67108864,50,0.044389963
67108864,49,0.045779943
67108864,48,0.04576993
67108864,47,0.044059992
67108864,46,0.042249918
67108864,45,0.05005002
67108864,44,0.041400194
67108864,43,0.042339802
67108864,42,0.04136014
67108864,41,0.041260004
67108864,40,0.039669991
67108864,39,0.038990021
67108864,38,0.036110163
67108864,37,0.035749912
67108864,36,0.037440062
67108864,35,5.02899003
67108864,34,0.033149958
67108864,33,0.032180071
67108864,32,0.030139923
67108864,31,0.03373003
67108864,30,0.03125
67108864,29,0.029510021
67108864,28,0.028310061
67108864,27,0.027260065
67108864,26,0.027029991
67108864,25,0.026979923
67108864,24,0.025810003
67108864,23,0.027290106
67108864,22,0.02538991
67108864,21,0.027780056
67108864,20,0.024909973
67108864,19,0.025099993
67108864,18,0.029999971
67108864,17,0.026550055
67108864,16,0.024369955
67108864,15,0.0223701
67108864,14,0.025509834
67108864,13,0.027070045
67108864,12,0.02531004
67108864,11,0.024129868
67108864,10,0.029279947
67108864,9,0.023499966
67108864,8,0.022919893
67108864,7,0.020580053
67108864,6,0.021080017
67108864,5,0.020529985
67108864,4,0.02263999
67108864,3,0.021520138
67108864,2,0.019800186
67108864,1,0.019860029
33554432,50,0.045569897
33554432,49,0.050770044
33554432,48,0.044929981
33554432,47,0.052209854
33554432,46,0.044919968
33554432,45,0.043829918
33554432,44,0.038399935
33554432,43,0.039030075
33554432,42,0.039469957
33554432,41,0.03587985
33554432,40,0.038039923
33554432,39,0.037559986
33554432,38,0.037349939
33554432,37,0.033910036
33554432,36,0.035569906
33554432,35,0.033659935
33554432,34,0.032520056
33554432,33,0.032240152
33554432,32,0.032629967
33554432,31,0.030719995
33554432,30,0.031019926
33554432,29,0.03730011
33554432,28,0.030099869
33554432,27,0.026769876
33554432,26,0.028000116
33554432,25,0.025300026
33554432,24,0.026270151
33554432,23,0.030319929
33554432,22,0.024800062
33554432,21,0.025229931
33554432,20,0.022589922
33554432,19,0.024870157
33554432,18,0.022269964
33554432,17,0.021299839
33554432,16,0.02173996
33554432,15,0.021320105
33554432,14,0.021589994
33554432,13,0.020659924
33554432,12,0.020640135
33554432,11,0.020299911
33554432,10,0.018640041
33554432,9,0.019249916
33554432,8,0.019370079
33554432,7,0.018130064
33554432,6,0.020179987
33554432,5,0.020179987
33554432,4,0.018440008
33554432,3,0.019790173
33554432,2,0.017560005
33554432,1,0.018670082
16777216,50,0.040649891
16777216,49,0.039870024
16777216,48,0.04117012
16777216,47,0.037509918
16777216,46,0.0411098
16777216,45,0.04550004
16777216,44,0.04418993
16777216,43,0.034369946
16777216,42,5.029780149
16777216,41,0.039569855
16777216,40,0.038249969
16777216,39,0.050080061
16777216,38,5.030339956
16777216,37,0.042100191
16777216,36,0.035820007
16777216,35,0.034759998
16777216,34,0.036040068
16777216,33,0.03621006
16777216,32,0.031019926
16777216,31,0.031009912
16777216,30,0.042720079
16777216,29,0.029850006
16777216,28,0.027989864
16777216,27,0.037199974
16777216,26,0.027509928
16777216,25,0.025989771
16777216,24,0.025949955
16777216,23,0.023019791
16777216,22,0.03455019
16777216,21,0.022289991
16777216,20,0.023699999
16777216,19,0.023859978
16777216,18,0.027509928
16777216,17,0.022599936
16777216,16,0.022819996
16777216,15,0.022049904
16777216,14,0.021209955
16777216,13,0.02154994
16777216,12,0.021650076
16777216,11,0.018680096
16777216,10,0.02850008
16777216,9,0.021540165
16777216,8,0.020029783
16777216,7,0.018630028
16777216,6,0.019050121
16777216,5,0.020090103
16777216,4,0.016759872
16777216,3,0.022770166
16777216,2,0.019699812
16777216,1,0.021189928
8388608,50,0.04053998
8388608,49,0.040239811
8388608,48,0.039170027
8388608,47,0.040240049
8388608,46,0.038860083
8388608,45,0.03621006
8388608,44,0.039680004
8388608,43,0.036089897
8388608,42,0.036900043
8388608,41,0.035229921
8388608,40,0.032119989
8388608,39,0.036050081
8388608,38,0.038339853
8388608,37,0.034579992
8388608,36,0.03779006
8388608,35,0.033370018
8388608,34,0.032999992
8388608,33,0.036659956
8388608,32,0.039380074
8388608,31,0.03399992
8388608,30,0.038110018
8388608,29,0.032809973
8388608,28,0.032840014
8388608,27,0.032620192
8388608,26,0.041869879
8388608,25,0.03083992
8388608,24,0.032249928
8388608,23,0.028059959
8388608,22,0.026260138
8388608,21,0.028290033
8388608,20,0.026360035
8388608,19,0.026939869
8388608,18,0.024559975
8388608,17,0.02541995
8388608,16,0.024499893
8388608,15,0.023530006
8388608,14,0.022889853
8388608,13,0.022289991
8388608,12,0.026540041
8388608,11,0.029289961
8388608,10,0.023029804
8388608,9,0.026439905
8388608,8,0.022439957
8388608,7,0.0209198
8388608,6,0.02125001
8388608,5,0.021440029
8388608,4,0.019360065
8388608,3,0.022700071
8388608,2,0.019589901
8388608,1,0.019179821
4194304,50,0.055000067
4194304,49,0.044080019
4194304,48,0.041540146
4194304,47,0.044879913
4194304,46,0.043079853
4194304,45,0.041019917
4194304,44,0.03835988
4194304,43,0.039319992
4194304,42,0.038120031
4194304,41,0.039539814
4194304,40,0.036370039
4194304,39,0.033759832
4194304,38,0.036949873
4194304,37,0.035269976
4194304,36,0.049219847
4194304,35,0.032350063
4194304,34,0.03305006
4194304,33,0.032230139
4194304,32,0.028779984
4194304,31,0.237319946
4194304,30,0.033349991
4194304,29,0.034309864
4194304,28,0.034119844
4194304,27,0.034099817
4194304,26,0.028810024
4194304,25,0.030509949
4194304,24,0.029099941
4194304,23,0.027310133
4194304,22,0.031759977
4194304,21,0.025540113
4194304,20,0.02670002
4194304,19,0.028660059
4194304,18,0.025249958
4194304,17,0.026050091
4194304,16,0.023939848
4194304,15,5.020400047
4194304,14,0.024180174
4194304,13,0.023780107
4194304,12,0.023039818
4194304,11,0.027689934
4194304,10,0.024770021
4194304,9,0.024679899
4194304,8,0.021450043
4194304,7,0.0192101
4194304,6,0.019870043
4194304,5,0.019930124
4194304,4,0.019580126
4194304,3,0.018349886
4194304,2,0.017120123
4194304,1,0.020319939
2097152,50,0.050879955
2097152,49,0.050519943
2097152,48,0.047899961
2097152,47,0.045629978
2097152,46,0.042460203
2097152,45,0.040709972
2097152,44,0.038780212
2097152,43,0.039489985
2097152,42,0.038849831
2097152,41,0.041919947
2097152,40,0.038350105
2097152,39,0.038590193
2097152,38,0.034600019
2097152,37,0.035540104
2097152,36,0.034640074
2097152,35,0.033060074
2097152,34,0.032920122
2097152,33,0.031159878
2097152,32,0.032860041
2097152,31,0.032950163
2097152,30,0.036199808
2097152,29,0.035899878
2097152,28,0.032599926
2097152,27,0.02895999
2097152,26,0.033380032
2097152,25,0.03030014
2097152,24,0.029240131
2097152,23,0.029410124
2097152,22,0.033220053
2097152,21,0.026580095
2097152,20,0.026809931
2097152,19,0.026309967
2097152,18,0.032079935
2097152,17,0.023920059
2097152,16,0.023169994
2097152,15,0.024529934
2097152,14,0.022779942
2097152,13,0.021820068
2097152,12,0.022420168
2097152,11,0.021490097
2097152,10,0.020430088
2097152,9,0.020850182
2097152,8,0.017729998
2097152,7,0.019329786
2097152,6,0.018590212
2097152,5,0.020439863
2097152,4,0.021750212
2097152,3,0.022099972
2097152,2,0.018029928
2097152,1,0.018370152
1048576,50,0.044719934
1048576,49,0.042969942
1048576,48,0.041880131
1048576,47,0.04031992
1048576,46,5.049010038
1048576,45,0.052279949
1048576,44,0.064519882
1048576,43,0.035339832
1048576,42,0.038730145
1048576,41,0.041199923
1048576,40,0.038910151
1048576,39,0.041359901
1048576,38,0.035499811
1048576,37,0.239000082
1048576,36,0.035719872
1048576,35,0.033570051
1048576,34,0.039279938
1048576,33,0.042020082
1048576,32,0.036530018
1048576,31,0.032770157
1048576,30,0.030659914
1048576,29,0.030869961
1048576,28,0.029619932
1048576,27,0.02677989
1048576,26,0.02816987
1048576,25,0.033040047
1048576,24,0.029789925
1048576,23,0.027440071
1048576,22,0.025510073
1048576,21,0.033390045
1048576,20,0.026750088
1048576,19,0.027250051
1048576,18,0.023519993
1048576,17,0.023880005
1048576,16,0.023419857
1048576,15,0.024349928
1048576,14,0.021000147
1048576,13,0.021359921
1048576,12,0.020390034
1048576,11,0.019110203
1048576,10,0.019600153
1048576,9,0.020309925
1048576,8,0.01925993
1048576,7,0.018749952
1048576,6,0.019609928
1048576,5,0.017539978
1048576,4,0.018490076
1048576,3,0.022289991
1048576,2,0.017420053
1048576,1,0.018700123
524288,50,0.043299913
524288,49,0.045209885
524288,48,0.04411006
524288,47,0.050309896
524288,46,0.040280104
524288,45,0.041190147
524288,44,0.038350105
524288,43,0.038300037
524288,42,0.040040016
524288,41,0.041330099
524288,40,0.034610033
524288,39,0.039120197
524288,38,0.038160086
524288,37,0.035569906
524288,36,0.037860155
524288,35,0.036089897
524288,34,0.042779922
524288,33,0.032849789
524288,32,0.034790039
524288,31,0.034009933
524288,30,0.031750202
524288,29,0.030989885
524288,28,0.030809879
524288,27,0.029829979
524288,26,0.026730061
524288,25,0.028049946
524288,24,0.028789997
524288,23,0.024860144
524288,22,0.026070118
524288,21,0.025150061
524288,20,0.025079966
524288,19,0.022789955
524288,18,0.022969961
524288,17,0.028000116
524288,16,0.023799896
524288,15,0.021909952
524288,14,0.021680117
524288,13,0.021990061
524288,12,0.022849798
524288,11,0.021130085
524288,10,0.020339966
524288,9,0.021520138
524288,8,0.020399809
524288,7,0.019900084
524288,6,0.018719912
524288,5,0.021389961
524288,4,0.019609928
524288,3,0.01699996
524288,2,0.018460035
524288,1,0.019170046
262144,50,0.044070005
262144,49,0.052060127
262144,48,0.040259838
262144,47,0.042299986
262144,46,0.052219868
262144,45,0.039510012
262144,44,0.039510012
262144,43,0.03801012
262144,42,0.044960022
262144,41,0.039259911
262144,40,0.038219929
262144,39,0.038019896
262144,38,0.036659956
262144,37,0.039599895
262144,36,0.037909985
262144,35,0.035309792
262144,34,0.034889936
262144,33,0.034199953
262144,32,0.033380032
262144,31,0.032069921
262144,30,0.032140017
262144,29,0.030700207
262144,28,0.032439947
262144,27,0.030999899
262144,26,0.029999971
262144,25,0.031709909
262144,24,0.02779007
262144,23,0.027640104
262144,22,0.034780025
262144,21,0.026759863
262144,20,0.025619984
262144,19,0.027199984
262144,18,0.024610043
262144,17,0.02436018
262144,16,0.02361989
262144,15,0.02373004
262144,14,0.024349928
262144,13,0.022219896
262144,12,0.022170067
262144,11,0.022850037
262144,10,0.021950006
262144,9,0.020410061
262144,8,0.020610094
262144,7,0.019919872
262144,6,0.020160198
262144,5,0.020149946
262144,4,0.018719912
262144,3,0.02064991
262144,2,0.018100023
262144,1,0.018220186
131072,50,0.045710087
131072,49,0.045369864
131072,48,0.046990156
131072,47,0.04569006
131072,46,0.057770014
131072,45,0.04700017
131072,44,0.041989803
131072,43,0.038249969
131072,42,0.039610147
131072,41,0.038670063
131072,40,0.037400007
131072,39,0.036189795
131072,38,0.035109997
131072,37,0.035909891
131072,36,0.034980059
131072,35,0.041139841
131072,34,0.032789946
131072,33,0.029629946
131072,32,0.03986001
131072,31,0.033100128
131072,30,0.031459808
131072,29,0.032080173
131072,28,0.030139923
131072,27,0.03034997
131072,26,0.028929949
131072,25,0.029109955
131072,24,0.032099962
131072,23,0.026849985
131072,22,0.028150082
131072,21,0.025470018
131072,20,0.025349855
131072,19,0.023499966
131072,18,0.023719788
131072,17,0.022219896
131072,16,0.026469946
131072,15,0.022830009
131072,14,0.022750139
131072,13,0.02215004
131072,12,0.021049976
131072,11,0.020669937
131072,10,0.021340132
131072,9,0.020799875
131072,8,0.021119833
131072,7,0.018810034
131072,6,0.020699978
131072,5,0.0183599
131072,4,0.01767993
131072,3,0.016489983
131072,2,0.016989946
131072,1,0.018079996
65536,50,0.047029972
65536,49,0.042580128
65536,48,0.042439938
65536,47,0.040019989
65536,46,0.046489954
65536,45,0.039010048
65536,44,0.038729906
65536,43,0.04073
65536,42,0.038310051
65536,41,0.036000013
65536,40,0.034000158
65536,39,0.03666997
65536,38,0.035109997
65536,37,0.037119865
65536,36,0.032160044
65536,35,0.036370039
65536,34,0.032360077
65536,33,0.032020092
65536,32,0.032079935
65536,31,0.029760122
65536,30,0.031810045
65536,29,0.029530048
65536,28,0.031680107
65536,27,0.027729988
65536,26,0.029770136
65536,25,0.027009964
65536,24,0.025549889
65536,23,0.027319908
65536,22,0.024940014
65536,21,0.024510145
65536,20,0.02286005
65536,19,0.02200985
65536,18,0.02331996
65536,17,0.022670031
65536,16,0.020970106
65536,15,0.023100138
65536,14,0.02222991
65536,13,0.020200014
65536,12,0.019939899
65536,11,0.019939899
65536,10,0.02057004
65536,9,0.021009922
65536,8,0.0213902
65536,7,0.019109964
65536,6,0.019959927
65536,5,0.019309998
65536,4,0.01770997
65536,3,0.015980005
65536,2,0.01733017
65536,1,0.018010139
32768,50,0.043359995
32768,49,0.04343009
32768,48,0.043139935
32768,47,0.037960052
32768,46,0.034420013
32768,45,0.038030148
32768,44,0.041480064
32768,43,0.034799814
32768,42,0.033010006
32768,41,0.035629988
32768,40,0.034329891
32768,39,0.039600134
32768,38,0.033430099
32768,37,0.033879995
32768,36,0.033410072
32768,35,5.031219959
32768,34,0.033179998
32768,33,0.033059835
32768,32,0.031090021
32768,31,0.035619974
32768,30,5.022259951
32768,29,0.036230087
32768,28,0.03147006
32768,27,0.028470039
32768,26,0.031659842
32768,25,0.03263998
32768,24,0.03467989
32768,23,0.027940035
32768,22,0.026139975
32768,21,0.031270027
32768,20,0.025020123
32768,19,0.024230003
32768,18,0.024719954
32768,17,0.025910139
32768,16,0.024279833
32768,15,0.025759935
32768,14,0.023239851
32768,13,0.022259951
32768,12,0.022539854
32768,11,0.019719839
32768,10,0.020119905
32768,9,0.024800062
32768,8,0.021799803
32768,7,0.02038002
32768,6,0.019469976
32768,5,0.018980026
32768,4,0.016759872
32768,3,0.017590046
32768,2,0.016739845
32768,1,0.01838994
16384,50,0.053949833
16384,49,0.04144001
16384,48,0.041340113
16384,47,0.044879913
16384,46,0.048949957
16384,45,0.03764987
16384,44,0.03918004
16384,43,0.045030117
16384,42,0.042500019
16384,41,0.041239977
16384,40,0.044709921
16384,39,0.043940067
16384,38,0.049220085
16384,37,0.038680077
16384,36,0.039010048
16384,35,0.045050144
16384,34,0.032040119
16384,33,0.034579992
16384,32,0.046900034
16384,31,0.040699959
16384,30,0.030019999
16384,29,0.028680086
16384,28,0.029850006
16384,27,0.032939911
16384,26,0.037179947
16384,25,0.026839972
16384,24,0.026789904
16384,23,0.026669979
16384,22,0.026040077
16384,21,0.024840117
16384,20,0.024330139
16384,19,0.024950027
16384,18,0.022760153
16384,17,0.02376008
16384,16,0.023430109
16384,15,0.023239851
16384,14,0.022959948
16384,13,0.02188015
16384,12,0.022569895
16384,11,0.020440102
16384,10,0.023269892
16384,9,0.021320105
16384,8,0.019850016
16384,7,0.019599915
16384,6,0.020760059
16384,5,0.020430088
16384,4,0.020509958
16384,3,0.018419981
16384,2,0.018509865
16384,1,0.01850009
8192,50,0.046959877
8192,49,0.046440125
8192,48,0.041429996
8192,47,0.041480064
8192,46,0.043880224
8192,45,0.039999962
8192,44,0.041010141
8192,43,0.043009996
8192,42,0.040859938
8192,41,0.040480137
8192,40,0.040669918
8192,39,0.034650087
8192,38,0.039549828
8192,37,0.036000013
8192,36,0.033940077
8192,35,0.034990072
8192,34,0.035369873
8192,33,0.039420128
8192,32,0.033329964
8192,31,0.032379866
8192,30,0.241919994
8192,29,0.03192997
8192,28,0.033469915
8192,27,0.032500029
8192,26,0.029940128
8192,25,0.029459953
8192,24,0.028110027
8192,23,0.031330109
8192,22,0.02989006
8192,21,0.027979851
8192,20,0.026639938
8192,19,0.027760029
8192,18,0.029649973
8192,17,0.036490202
8192,16,0.027339935
8192,15,0.031640053
8192,14,0.026039839
8192,13,0.023669958
8192,12,0.022350073
8192,11,0.022809982
8192,10,0.021019936
8192,9,0.021160126
8192,8,0.029290199
8192,7,0.023859978
8192,6,0.019949913
8192,5,0.026579857
8192,4,0.020410061
8192,3,0.01967001
8192,2,0.019409895
8192,1,0.025439978
4096,50,5.037090063
4096,49,0.066250086
4096,48,0.049710035
4096,47,0.076060057
4096,46,0.046979904
4096,45,0.102200031
4096,44,0.06043005
4096,43,0.101989985
4096,42,0.060389996
4096,41,0.053679943
4096,40,0.13304019
4096,39,0.042999983
4096,38,0.061999798
4096,37,0.049690008
4096,36,0.17670989
4096,35,0.041900158
4096,34,0.04610014
4096,33,0.068749905
4096,32,0.043039799
4096,31,0.046439886
4096,30,0.042989969
4096,29,0.040869951
4096,28,0.043590069
4096,27,0.040599823
4096,26,0.035320044
4096,25,0.033640146
4096,24,0.036710024
4096,23,0.046580076
4096,22,0.036900043
4096,21,0.033550024
4096,20,0.039580107
4096,19,0.038779974
4096,18,0.042979956
4096,17,0.028480053
4096,16,0.031980038
4096,15,0.032519817
4096,14,0.02974987
4096,13,0.030780077
4096,12,0.031089783
4096,11,0.03640008
4096,10,0.027699947
4096,9,0.033069849
4096,8,0.046079874
4096,7,0.058979988
4096,6,0.024640083
4096,5,0.025050163
4096,4,0.047679901
4096,3,0.025589943
4096,2,0.022819996
4096,1,0.029129982
2048,50,0.081480026
2048,49,0.072160006
2048,48,0.059740067
2048,47,0.068029881
2048,46,0.058979988
2048,45,0.054670095
2048,44,0.077660084
2048,43,0.063099861
2048,42,0.066990137
2048,41,0.068320036
2048,40,0.074360132
2048,39,0.066849947
