chunksize,conns,delta
131072,40,0.043669939
131072,39,0.041949987
131072,38,0.039839983
131072,37,0.040710211
131072,36,0.040390015
131072,35,0.039060116
131072,34,0.038579941
131072,33,0.037199974
131072,32,0.034649849
131072,31,0.035409927
131072,30,0.035359859
131072,29,0.033220053
131072,28,0.031710148
131072,27,0.034130096
131072,26,0.032289982
131072,25,0.031639814
131072,24,0.031340122
131072,23,0.031290054
131072,22,0.03139019
131072,21,0.028789997
131072,20,0.028700113
131072,19,0.026499987
131072,18,0.024879932
131072,17,0.027129889
131072,16,0.025969982
131072,15,0.02606988
131072,14,0.025230169
131072,13,0.022530079
131072,12,0.022760153
131072,11,0.021440029
131072,10,0.022849798
131072,9,0.021160126
131072,8,0.021080017
131072,7,0.019530058
131072,6,0.019589901
131072,5,0.042350054
131072,4,0.019640207
131072,3,0.017440081
131072,2,0.017829895
131072,1,0.017809868
65536,50,0.041779995
65536,49,0.042279959
65536,48,0.042560101
65536,47,0.042999983
65536,46,0.036779881
65536,45,0.035370111
65536,44,0.037780046
65536,43,0.038389921
65536,42,0.03929019
65536,41,0.037820101
65536,40,0.036339998
65536,39,0.040910006
65536,38,0.035170078
65536,37,0.036310196
65536,36,0.036820173
65536,35,0.033660173
65536,34,0.03508997
65536,33,0.033710003
65536,32,0.034790039
65536,31,0.033640146
65536,30,0.031539917
65536,29,0.02993989
65536,28,0.031569958
65536,27,0.027719975
65536,26,0.029979944
65536,25,0.026720047
65536,24,0.027609825
65536,23,0.027829885
65536,22,0.02512002
65536,21,0.028490067
65536,20,0.024009943
65536,19,0.026489973
65536,18,0.025320053
65536,17,0.02339983
65536,16,0.026420116
65536,15,0.024110079
65536,14,0.030339956
65536,13,0.021649837
65536,12,0.022850037
65536,11,0.020469904
65536,10,0.022599936
65536,9,0.020319939
65536,8,0.019840002
65536,7,0.021279812
65536,6,0.019409895
65536,5,0.023970127
65536,4,0.02489996
65536,3,0.024859905
65536,2,0.021800041
65536,1,0.02895999
32768,50,0.0464499
32768,49,0.046339989
32768,48,0.052090168
32768,47,0.045809984
32768,46,0.042479992
32768,45,0.042459965
32768,44,0.042989969
32768,43,0.043220043
32768,42,0.036020041
32768,41,0.040459871
32768,40,0.037899971
32768,39,0.043529987
32768,38,0.039559841
32768,37,0.034579992
32768,36,0.03937006
32768,35,0.031009912
32768,34,0.044359922
32768,33,0.035449982
32768,32,0.03377986
32768,31,0.03508997
32768,30,0.034780025
32768,29,0.035030127
32768,28,0.032879829
32768,27,0.032090187
32768,26,0.0322299
32768,25,0.031480074
32768,24,0.03083992
32768,23,0.030030012
32768,22,0.027850151
32768,21,0.031130075
32768,20,0.034240007
32768,19,0.033029795
32768,18,0.026560068
32768,17,0.026550055
32768,16,0.025480032
32768,15,0.031080008
32768,14,0.025150061
32768,13,0.021850109
32768,12,0.030820131
32768,11,0.029619932
32768,10,0.029330015
32768,9,0.023019791
32768,8,0.026160002
32768,7,0.022369862
32768,6,0.020119905
32768,5,0.019260168
32768,4,0.020519972
32768,3,0.017119884
32768,2,0.018779993
32768,1,0.234019995
16384,50,0.044280052
16384,49,0.047650099
16384,48,0.044480085
16384,47,0.041820049
16384,46,0.048130035
16384,45,0.045759916
16384,44,0.042739868
16384,43,0.053539991
16384,42,0.04321003
16384,41,0.043590069
16384,40,0.04076004
16384,39,0.046139956
16384,38,5.03463006
16384,37,0.047410011
16384,36,0.038380146
16384,35,0.034590006
16384,34,0.034350157
16384,33,0.033819914
16384,32,0.033429861
16384,31,0.031970024
16384,30,0.032429934
16384,29,0.034600019
16384,28,0.03302002
16384,27,0.032239914
16384,26,0.0302701
16384,25,0.03042984
16384,24,0.028069973
16384,23,0.036899805
16384,22,0.026370049
16384,21,0.026960135
16384,20,0.026219845
16384,19,0.027299881
16384,18,0.035229921
16384,17,0.027050018
16384,16,0.024420023
16384,15,0.025139809
16384,14,0.023940086
16384,13,0.022530079
16384,12,0.021909952
16384,11,0.022459984
16384,10,0.02271986
16384,9,0.02086997
16384,8,0.026540041
16384,7,0.021719933
16384,6,0.020469904
16384,5,0.018810034
16384,4,0.026050091
16384,3,0.017329931
16384,2,0.021899939
16384,1,0.018320084
8192,50,0.04508996
8192,49,0.045850039
8192,48,0.041650057
8192,47,0.04207015
8192,46,0.040560007
8192,45,0.040889978
8192,44,0.0432899
8192,43,0.040240049
8192,42,0.038670063
8192,41,0.039789915
8192,40,0.036799908
8192,39,0.037499905
8192,38,0.034509897
8192,37,0.038140059
8192,36,0.034039974
8192,35,0.035889864
8192,34,0.032819986
8192,33,0.033479929
8192,32,0.034349918
8192,31,0.032510042
8192,30,0.032510042
8192,29,0.036980152
8192,28,0.031220198
8192,27,0.027950048
8192,26,0.028889894
8192,25,0.026340008
8192,24,0.028350115
8192,23,0.025969982
8192,22,0.026899815
8192,21,0.02546978
8192,20,0.023840189
8192,19,0.02429986
8192,18,0.024720192
8192,17,0.023799896
8192,16,0.024909973
8192,15,0.023080111
8192,14,0.021319866
8192,13,0.021800041
8192,12,0.020799875
8192,11,0.023699999
8192,10,0.022609949
8192,9,0.021279812
8192,8,0.019079924
8192,7,0.020259857
8192,6,0.022559881
8192,5,0.018249989
8192,4,0.016819954
8192,3,0.017930031
8192,2,0.017070055
8192,1,0.017970085
4096,50,0.043320179
4096,49,0.044680119
4096,48,0.04238987
4096,47,0.043550014
4096,46,0.039030075
4096,45,0.044209957
4096,44,0.040910006
4096,43,0.042739868
4096,42,0.040800095
4096,41,0.039439917
4096,40,0.037640095
4096,39,0.037230015
4096,38,0.039099932
4096,37,0.036540031
4096,36,0.037359953
4096,35,0.03771019
4096,34,0.034399986
4096,33,0.040040016
4096,32,0.034710169
4096,31,0.03188014
4096,30,0.042330027
4096,29,0.034799814
4096,28,0.030749798
4096,27,0.029380083
4096,26,0.030479908
4096,25,0.029000044
4096,24,0.033149958
4096,23,5.019940138
4096,22,0.035219908
4096,21,0.031939983
4096,20,0.034440041
4096,19,0.033620119
4096,18,0.028489828
4096,17,0.027260065
4096,16,0.025930166
4096,15,0.034270048
4096,14,0.04095006
4096,13,0.026940107
4096,12,0.037119865
4096,11,0.024410009
4096,10,0.035559893
4096,9,0.030200005
4096,8,0.025300026
4096,7,0.02305007
4096,6,0.024909973
4096,5,0.022839785
4096,4,0.025990009
4096,3,0.021970034
4096,2,0.032170057
4096,1,0.02583003
2048,50,0.049109936
2048,49,0.048320055
2048,48,0.055439949
2048,47,0.05095005
2048,46,0.05369997
2048,45,0.053359985
2048,44,0.071750164
2048,43,0.054120064
2048,42,0.047600031
2048,41,0.050909996
2048,40,0.042690039
2048,39,0.043060064
2048,38,5.026100159
2048,37,0.041779995
2048,36,0.039479971
2048,35,0.039299965
2048,34,0.0447402
2048,33,0.038630009
2048,32,0.038889885
2048,31,5.027220011
2048,30,0.032510042
2048,29,0.034290075
2048,28,0.034849882
2048,27,0.035010099
2048,26,0.034470081
2048,25,0.037650108
2048,24,0.037039995
2048,23,0.031809807
2048,22,0.029629946
2048,21,0.034549952
2048,20,0.028749943
2048,19,0.031640053
2048,18,0.028520107
2048,17,0.031399965
2048,16,0.027970076
2048,15,0.028399944
2048,14,0.030060053
2048,13,0.03192997
2048,12,0.034569979
2048,11,0.043419838
2048,10,0.028719902
2048,9,0.032619953
2048,8,0.025850058
2048,7,0.021620035
2048,6,0.023800135
2048,5,0.022179842
2048,4,0.026629925
2048,3,0.024319887
2048,2,0.024760008
2048,1,0.022190094
1024,50,0.055099964
1024,49,0.058759928
1024,48,0.062000036
1024,47,0.058919907
1024,46,0.046269894
1024,45,0.047250032
1024,44,0.061079979
1024,43,0.047440052
1024,42,0.043550014
1024,41,0.04121995
1024,40,0.045079947
1024,39,0.040220022
1024,38,0.042880058
1024,37,0.044169903
1024,36,0.042069912
1024,35,0.039890051
1024,34,0.040970087
1024,33,5.022490025
1024,32,0.03963995
1024,31,0.037050009
1024,30,0.039209843
1024,29,0.035020113
1024,28,0.035259962
1024,27,0.039400101
1024,26,0.035840034
1024,25,0.035909891
1024,24,0.036819935
1024,23,0.033090115
1024,22,0.034049988
1024,21,0.029229879
1024,20,0.030359983
1024,19,0.02918005
1024,18,0.030139923
1024,17,0.025409937
1024,16,0.030299902
1024,15,0.028509855
1024,14,0.027510166
1024,13,0.026839972
1024,12,0.029070139
1024,11,0.031509876
1024,10,0.026360035
1024,9,0.028110027
1024,8,0.027199984
1024,7,0.026910067
1024,6,0.024010181
1024,5,0.019229889
1024,4,0.02263999
1024,3,0.022250175
1024,2,0.022300005
1024,1,0.020070076
512,50,0.063089848
512,49,0.061049938
512,48,0.06388998
512,47,0.05546999
512,46,0.055830002
512,45,0.051529884
512,44,0.052469969
512,43,0.051900148
512,42,0.057440042
512,41,0.057369947
512,40,0.050860167
512,39,0.050110102
512,38,0.047999859
512,37,0.053879976
512,36,0.049910069
512,35,0.045709848
512,34,0.055609941
512,33,0.042989969
512,32,0.062949896
512,31,0.061329842
512,30,0.055520058
512,29,0.060670137
512,28,0.056980133
512,27,0.061049938
512,26,0.054630041
512,25,0.053590059
512,24,0.043280125
512,23,0.044659853
512,22,0.045780182
512,21,0.045289993
512,20,0.050359964
512,19,0.043419838
512,18,0.042919874
512,17,0.041670084
512,16,0.042950153
512,15,0.040639877
512,14,0.039160013
512,13,0.041320086
512,12,0.037009954
512,11,0.038149834
512,10,0.037770033
512,9,0.035399914
512,8,0.038439989
512,7,0.030279875
512,6,0.031949997
512,5,0.02662015
512,4,0.022979975
512,3,0.022440195
512,2,0.024379969
512,1,0.021780014
256,50,0.076020002
256,49,0.074310064
256,48,0.073210001
256,47,0.073519945
256,46,0.069159985
256,45,0.070770025
256,44,0.085269928
256,43,0.078089952
256,42,0.077600002
256,41,0.075500011
256,40,0.072000027
256,39,0.074540138
256,38,0.067219973
256,37,0.066920042
256,36,0.07716012
256,35,0.072900057
256,34,0.064230204
256,33,0.062040091
256,32,0.064600229
256,31,0.067280054
256,30,0.063230038
256,29,0.063129902
256,28,0.062990189
256,27,0.064090014
256,26,0.070100069
256,25,0.073150158
256,24,0.066079855
256,23,0.062200069
256,22,0.07524991
256,21,0.067250013
256,20,0.056769848
256,19,0.05629015
256,18,0.056950092
256,17,0.059000015
256,16,0.058870077
256,15,0.055249929
256,14,0.055230141
256,13,0.069630146
